               shop_ref               |     d      |    type    | direction | cnt  | amount_minor 
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-28 | sale       | in        |    3 |      1022500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-29 | bonus      | in        |   11 |      1445771
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-29 | commission | out       |    6 |      1592916
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-29 | fee        | out       |   57 |       303179
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-29 | other      | out       |    2 |       397265
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-29 | sale       | in        |    6 |      3310400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | bonus      | in        |   10 |      1210682
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | commission | out       |    6 |      1406088
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | fee        | in        |    3 |        22336
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | fee        | out       |   39 |       180690
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | other      | out       |    5 |       557570
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-30 | sale       | in        |    6 |      2875600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | bonus      | in        |   13 |      1430577
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | commission | out       |    8 |      1729247
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | fee        | in        |    1 |         2483
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | fee        | out       |   71 |       588497
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | other      | in        |    2 |      1849056
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | other      | out       |    5 |       866070
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-07-31 | sale       | in        |    8 |      3611100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | bonus      | in        |   27 |      3155075
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | bonus      | out       |    4 |       970200
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | commission | in        |    2 |       967211
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | commission | out       |   14 |      3488400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | fee        | in        |    2 |        18291
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | fee        | out       |   74 |       357201
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | other      | out       |    5 |       442271
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | refund     | out       |    2 |      1932900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-01 | sale       | in        |   14 |      7283800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | bonus      | in        |   13 |      1288179
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | bonus      | out       |    2 |       390752
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | commission | in        |    1 |       441558
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | commission | out       |    7 |      1508163
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | fee        | in        |    2 |        14095
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | fee        | out       |   31 |       157749
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | other      | out       |    3 |       391344
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | refund     | out       |    1 |       865800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-02 | sale       | in        |    7 |      3168300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | bonus      | in        |   21 |      2692624
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | bonus      | out       |    2 |       148168
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | commission | in        |    1 |       183750
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | commission | out       |   11 |      2981437
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | fee        | in        |    1 |         4310
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | fee        | out       |   90 |       396966
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | other      | out       |    4 |       446047
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | refund     | out       |    1 |       375000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-03 | sale       | in        |   11 |      6212100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-04 | bonus      | in        |   18 |      2804635
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-04 | commission | out       |    9 |      2832670
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-04 | fee        | out       |   55 |       301358
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-04 | other      | out       |    2 |       232860
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-04 | sale       | in        |    9 |      5750000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-05 | bonus      | in        |    8 |       804635
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-05 | commission | out       |    5 |       987130
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-05 | fee        | out       |   65 |       330396
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-05 | other      | out       |    5 |      1271690
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-05 | sale       | in        |    5 |      2099400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | bonus      | in        |   22 |      3191274
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | bonus      | out       |    8 |       733452
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | commission | in        |    4 |       781207
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | commission | out       |   13 |      3747122
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | fee        | in        |    6 |        28382
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | fee        | out       |   56 |       251780
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | other      | out       |    4 |       237420
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | refund     | out       |    4 |      1594300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-06 | sale       | in        |   13 |      7788000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | bonus      | in        |   19 |      2740306
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | bonus      | out       |    2 |       105145
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | commission | in        |    1 |       135495
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | commission | out       |   12 |      3466513
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | fee        | in        |    1 |         3723
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | fee        | out       |   87 |       392291
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | other      | out       |    3 |       231582
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | refund     | out       |    1 |       301100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-07 | sale       | in        |   12 |      7190700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | bonus      | in        |   23 |      3471149
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | commission | out       |   13 |      4286194
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | fee        | in        |    1 |         4958
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | fee        | out       |   91 |       492871
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | other      | out       |    3 |       232393
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-08 | sale       | in        |   13 |      8773000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | bonus      | in        |   17 |      1802850
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | bonus      | out       |    2 |       154552
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | commission | in        |    1 |       204624
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | commission | out       |   10 |      2174749
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | fee        | in        |    1 |         4998
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | fee        | out       |   52 |       196905
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | other      | out       |    4 |       253172
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | refund     | out       |    1 |       417600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-09 | sale       | in        |   10 |      4475700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-10 | bonus      | in        |   24 |      4194621
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-10 | commission | out       |   16 |      5358593
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-10 | fee        | out       |   72 |       337638
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-10 | other      | out       |    2 |       226957
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-10 | sale       | in        |   16 |     11182500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-11 | bonus      | in        |   15 |      2590159
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-11 | commission | out       |    9 |      3174728
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-11 | fee        | out       |   54 |       291626
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-11 | other      | out       |    3 |       353553
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-11 | sale       | in        |    9 |      6480000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-12 | bonus      | in        |   18 |      2928583
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-12 | commission | out       |   11 |      3439145
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-12 | fee        | out       |   53 |       306590
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-12 | other      | out       |    4 |       498766
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-12 | sale       | in        |   11 |      6944900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-13 | bonus      | in        |   14 |      2188940
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-13 | commission | out       |    8 |      2575850
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-13 | fee        | out       |   54 |       298299
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-13 | other      | out       |    7 |       459690
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-13 | sale       | in        |    8 |      5122800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | bonus      | in        |   14 |      1696834
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | commission | out       |    8 |      1921921
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | fee        | in        |    4 |        28938
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | fee        | out       |   69 |       447204
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | other      | out       |    7 |       339069
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-14 | sale       | in        |    8 |      3881700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-15 | bonus      | in        |   14 |      2695313
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-15 | commission | out       |    8 |      3077551
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-15 | fee        | out       |   36 |       180017
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-15 | other      | out       |    5 |       386844
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-15 | sale       | in        |    8 |      6432300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | bonus      | in        |   14 |      1604788
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | bonus      | out       |    2 |       279692
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | commission | in        |    1 |       324576
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | commission | out       |    7 |      1727174
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | fee        | in        |    1 |         7271
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | fee        | out       |   48 |       251929
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | other      | out       |    5 |       327767
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | refund     | out       |    1 |       662400
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-16 | sale       | in        |    7 |      3671600
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-17 | bonus      | in        |   20 |      2642625
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-17 | commission | out       |   10 |      2771994
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-17 | fee        | out       |   44 |       213527
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-17 | other      | out       |    4 |       408072
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-17 | sale       | in        |   10 |      5678000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-18 | bonus      | in        |    5 |       764032
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-18 | commission | out       |    3 |       827169
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-18 | fee        | out       |   42 |       225046
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-18 | other      | out       |    8 |       479669
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-18 | sale       | in        |    3 |      1688100
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | bonus      | in        |    7 |       628549
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | commission | out       |    4 |       694123
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | fee        | in        |    1 |        11767
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | fee        | out       |   32 |       153218
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | other      | out       |    5 |       508142
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-19 | sale       | in        |    4 |      1416500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-20 | bonus      | in        |    9 |       790150
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-20 | commission | out       |    5 |       910472
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-20 | fee        | out       |   29 |       210730
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-20 | other      | out       |    7 |       518290
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-20 | sale       | in        |    5 |      1891800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | bonus      | in        |    9 |      1228860
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | bonus      | out       |    1 |       233633
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | commission | in        |    1 |       261807
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | commission | out       |    5 |      1493765
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | fee        | in        |    1 |         2045
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | fee        | out       |   23 |       125315
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | other      | out       |    6 |       556579
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | refund     | out       |    1 |       534300
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-21 | sale       | in        |    5 |      3048500
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | bonus      | in        |   18 |      3294712
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | bonus      | out       |    4 |       865851
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | commission | in        |    2 |       995760
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | commission | out       |   10 |      3724377
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | fee        | in        |    2 |        25592
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | fee        | out       |   45 |       218053
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | other      | out       |    6 |       571856
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | refund     | out       |    2 |      2212800
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-22 | sale       | in        |   10 |      7729900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | bonus      | in        |   16 |      3319373
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | commission | out       |   11 |      3908143
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | fee        | in        |    1 |         2935
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | fee        | out       |   56 |       289679
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | other      | out       |    9 |       442030
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-23 | sale       | in        |   11 |      7857700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | bonus      | in        |   16 |      3237620
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | bonus      | out       |    3 |       360103
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | commission | in        |    2 |       477110
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | commission | out       |    9 |      3569801
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | fee        | in        |    2 |         9630
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | fee        | out       |   46 |       260606
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | other      | out       |   10 |       510035
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | refund     | out       |    2 |       957000
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-24 | sale       | in        |    9 |      7407700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | bonus      | in        |   18 |      2172772
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | bonus      | out       |    2 |       210614
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | commission | in        |    1 |       197421
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | commission | out       |   10 |      2566253
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | fee        | in        |    1 |         3653
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | fee        | out       |   55 |       313422
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | other      | out       |    6 |       480446
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | refund     | out       |    1 |       402900
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-25 | sale       | in        |   10 |      5476700
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-26 | bonus      | in        |   26 |      3928576
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-26 | bonus      | out       |    2 |       448650
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-26 | commission | in        |    1 |       451035
 f01dd285-fe54-43cf-baf8-507d34ad66c0 | 2026-08-26 | commission | out       |   13 |      4007297
